"File","Loc","Percent","Match","TextAround"
"LawofReligion.2024.exam.finaltoRegistrar.docx","8796","25.51%","vaccin","s enrolling thirty or more kindergartners had MMR vaccination rates below 95%.  Twenty-six schools had rat"
"LawofReligion.2024.exam.finaltoRegistrar.docx","8974","26.02%","vaccin"," that ?at least 95% of school students need to be vaccinated against measles? to maintain community immuni"
"LawofReligion.2024.exam.finaltoRegistrar.docx","9222","26.74%","vaccin","ation is immune to an infectious disease (through vaccination and/or prior illness) to make its spread fro"
"LawofReligion.2024.exam.finaltoRegistrar.docx","9393","27.24%","vaccin","Control and Prevention webpage).]As the rate of vaccination against MMR and other vaccine-preventable di"
"LawofReligion.2024.exam.finaltoRegistrar.docx","9427","27.34%","vaccin","As the rate of vaccination against MMR and other vaccine-preventable diseases was declining, the percenta"
"LawofReligion.2024.exam.finaltoRegistrar.docx","9554","27.71%","vaccin","dergartners whose families claimed exemption from vaccination on religious grounds was on the rise.  In sc"
"LawofReligion.2024.exam.finaltoRegistrar.docx","9683","28.08%","vaccin","4% of kindergartners were exempt from one or more vaccinations on account of religious objections; in scho"
"LawofReligion.2024.exam.finaltoRegistrar.docx","9988","28.96%","vaccin","these] data, and troubled that declining rates of vaccination would leave Connecticut students and the bro"
"LawofReligion.2024.exam.finaltoRegistrar.docx","10705","31.04%","vaccin","here exists a specific precaution to a particular vaccine.?  In Mississippi, there hasn?t been a religious"
"LawofReligion.2024.exam.finaltoRegistrar.docx","12111","35.12%","vaccin","t, entitles their children to exemptions from the vaccination requirement.  Each plaintiff claims to hold "
"LawofReligion.2024.exam.finaltoRegistrar.docx","12253","35.53%","vaccin","use of cell lines derived from aborted fetuses in vaccination testing and production is deeply immoral and"
"LawofReligion.2024.exam.finaltoRegistrar.docx","12392","35.94%","vaccin","ildren are religiously prohibited from taking the vaccines.  They allege that the Connecticut law thus put"
"LawofReligion.2024.exam.finaltoRegistrar.docx","12736","36.93%","vaccin","low their children to attend school without being vaccinated.	In a 2-1 decision last August, the U.S. Co"
"LawofReligion.2024.exam.finaltoRegistrar.docx","12951","37.56%","vaccin"," plaintiffs? children religious exemptions to the vaccination requirement.  The plaintiffs argued that hei"
"LawofReligion.2024.exam.finaltoRegistrar.docx","13740","39.84%","vaccin"," review: The Act?s requirement that children be vaccinated to attend school?as opposed to participate in"
"LawofReligion.2024.exam.finaltoRegistrar.docx","20642","59.86%","vaccin","  	The certiorari petition also argues that the vaccination requirement cannot survive strict scrutiny b"
"LawofReligion.2024.exam.finaltoRegistrar.docx","20911","60.64%","vaccin"," grounds on which a provider may determine that a vaccine is contraindicated for a patient.?  Beyond that,"
"LawofReligion.2024.exam.finaltoRegistrar.docx","23646","68.57%","vaccin","have a constitutional right to be exempt from the vaccination requirement in light of the medical and lega"
,,,"",
"LEVINE_Federal Tax Practice & Procedure (Litigation)_Spring 2024_FINAL EXAM.docx","32704","76.34%","gun","t, even though the property to be seized, such as guns, is very dangerous. There are no exceptions for "
,,,"",
"LIQUERMANSCHMIDT_TAXATIONBANKRUPTCIESWORKOUTS_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file LIQUERMANSCHMIDT_TAXATIONBANKRUPTCIESWORKOUTS_SPRING2024_FINALEXAM.docx"
,,,"",
"LOPEZ_CRIMINAL JUSTICE_SPRING2024_FINAL EXAM DRAFT.docx","9066","71.46%","police","rding to Justice Alito?s concurrence, was whether police may conduct warrantless, non-consent-based search"
"LOPEZ_CRIMINAL JUSTICE_SPRING2024_FINAL EXAM DRAFT.docx","9594","75.63%","police","ief told you and the City Attorney that Everytown police officers routinely respond to such requests by en"
"LOPEZ_CRIMINAL JUSTICE_SPRING2024_FINAL EXAM DRAFT.docx","10856","85.57%","police","ir respective communities are simultaneously over-policed and under protected. The City Attorney has ask"
,,,"",
"LOWELL_ADV.CRIM.PRO.LITIGATION_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file LOWELL_ADV.CRIM.PRO.LITIGATION_SPRING2024_FINALEXAM.docx"
,,,"",
"Lowery, Professional Responsibility (Spring 2024) Final Exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Lowery, Professional Responsibility (Spring 2024) Final Exam.docx"
,,,"",
"Luban exam draft.docx","4013","18.00%","police"," their plot is discovered by Country C?s security police, and the plotters are arrested before they have b"
"Luban exam draft.docx","13082","58.69%","rape","s collectively? including mass killings, torture, rape, and other sexual violence. The transfer of Ukrai"
"Luban exam draft.docx","13276","59.56%","war","dren?s Rights Commissioner Maria Lvova-Belova for war crimes) is also a predicate crime of genocide; an"
"Luban exam draft.docx","14452","64.84%","war","ews of the Russian power grid attacks: potential war crimes and crimes against humanity; no war crime"
"Luban exam draft.docx","14496","65.04%","war","ntial war crimes and crimes against humanity; no war crimes; and potential genocide. Evaluate each "
"Luban exam draft.docx","15709","70.48%","war","ce, he asks his audience whether that makes him a war criminal. (He has spoken spoken about it at Georg"
"Luban exam draft.docx","15782","70.81%","war","poken spoken about it at Georgetown Law.)Is he a war criminal? Answer using the Rome Statute and AP I."
"Luban exam draft.docx","16102","72.24%","rape"," service, accusing him of overseeing the torture, rape, and murder of hundreds of people between 2011 an"
,,,"",
"MEEGAN_ACCESSTOREPRODUCTIVEHEALTHCAREUNDERTHELAW_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file MEEGAN_ACCESSTOREPRODUCTIVEHEALTHCAREUNDERTHELAW_SPRING2024_FINALEXAM.docx"
,,,"",
"MEZEY_GENDERANDSEXUALITY_SPRING2024_FINALEXAM (MC4yNzkzNTEwMA).docx","-1","0.00%","NO HITS","NO HITS FOUND in file MEZEY_GENDERANDSEXUALITY_SPRING2024_FINALEXAM (MC4yNzkzNTEwMA).docx"
,,,"",
"MEZEY_GENDERANDSEXUALITY_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file MEZEY_GENDERANDSEXUALITY_SPRING2024_FINALEXAM.docx"
,,,"",
"MIKHAIL_CONSTITUTIONALLAWI_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file MIKHAIL_CONSTITUTIONALLAWI_SPRING2024_FINALEXAM.docx"
,,,"",
"MOORE.PENICK_PARTNERSHIP TAXATION_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file MOORE.PENICK_PARTNERSHIP TAXATION_SPRING2024_FINALEXAM.docx"
,,,"",
"Munshi PIT 2024 Final Exam.docx","6717","33.32%","death","ill.  (b)  Suppose that, two days after Gabriel?s death, Samuel sells the manuscript to a publisher.  Who"
"Munshi PIT 2024 Final Exam.docx","7673","38.07%","death","hared with her husband.  Only after her husband?s death did Mrs. Smith learn about the reverse mortgage a"
"Munshi PIT 2024 Final Exam.docx","10270","50.95%","pandemic","ut since she moved to Florida at the start of the pandemic.Sadie and Rahul have always paid their rent on "
,,,"",
"Nettleford_IntrotoContracts_Spring2024_FinalExam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Nettleford_IntrotoContracts_Spring2024_FinalExam.docx"
,,,"",
"OBRIEN_INTERNATIONAL COMMERCIAL ARBITRATION WITH A FOREIGN SOVEREIGN_SPRING 2024_FINAL EXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file OBRIEN_INTERNATIONAL COMMERCIAL ARBITRATION WITH A FOREIGN SOVEREIGN_SPRING 2024_FINAL EXAM.docx"
,,,"",
"Ohm_InformationPrivacy_Spring2024_FinalExam.docx","12162","55.16%","race","nformation: Basic demographic information: age, race, ethnicity, and gender.Educational attainment: ?"
"Ohm_InformationPrivacy_Spring2024_FinalExam.docx","12596","57.13%","pandemic"," payLocation of office (city, state)During the pandemic, the Labor Department decided to add additional r"
,,,"",
"PARDO_ADVANCEDEVIDENCE_SPRING2024_FINALEXAM.docx","4768","53.46%","police","ing his arrest, Coover signed a confession at the police station. The confession states: ?Andy Andrews a"
"PARDO_ADVANCEDEVIDENCE_SPRING2024_FINALEXAM.docx","5721","64.14%","police","ndrews. During a search of Andrews?s house, the police seized two new crowbars still in their manufactur"
"PARDO_ADVANCEDEVIDENCE_SPRING2024_FINALEXAM.docx","5947","66.68%","police"," prepared to testify as follows: ?I have been a police officer for fifteen years. For the past five year"
,,,"",
"PARK_USCRIMINALPROCEDURE_SPRING2024_FINALEXAM.docx","4466","27.82%","police","icle including the license plate and notifies the police.The El Paso County Sheriff?s Office is one of th"
"PARK_USCRIMINALPROCEDURE_SPRING2024_FINALEXAM.docx","7451","46.41%","police","azines. Deputy Schrader walks Ms. Margolis to his police car and puts her in the backseat handcuffed. He t"
"PARK_USCRIMINALPROCEDURE_SPRING2024_FINALEXAM.docx","8429","52.50%","police"," specific vehicles. Deputy Schrader calls back to police headquarters and requests that they enable satell"
"PARK_USCRIMINALPROCEDURE_SPRING2024_FINALEXAM.docx","10933","68.10%","police"," that the man is named Jesse Pinkman; he contacts police headquarters, who confirm that Mr. Pinkman does h"
,,,"",
"PASACHOFF_ADMINISTRATIVELAW_SPRING2024_FINALEXAM.docx","4959","25.14%","death","ased on newspaper clippings, consumer complaints, death certificates purchased from states, medical exami"
,,,"",
"PELLER_TORT_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file PELLER_TORT_SPRING2024_FINALEXAM.docx"
,,,"",
"Pelton_Trademark And Unfair Competition Law_Spring2024.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Pelton_Trademark And Unfair Competition Law_Spring2024.docx"
,,,"",
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","3751","34.27%","raci","ools, in reviewing internal school reports on the racial composition of both schools? student population"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","4506","41.17%","raci","ends TMHS and the southern half attends RTHS, the racial makeup of each school will be markedly more bal"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","4894","44.72%","raci","i) to undo a discriminatory arrangement caused by racist policies of this school system dating back more"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","5117","46.76%","raci","e psychic damage to Black students at RTHS, whose racial isolation generates a feeling of inferiority as"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","5854","53.49%","race","vil Rights Act of 1964 is amended to provide that race-based affirmative action that uses race as a ?plu"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","5894","53.86%","race","vide that race-based affirmative action that uses race as a ?plus? factor  as described in Justice Powel"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","5999","54.82%","raci","?s opinion in the Bakke case, shall not be deemed racial discrimination within the meaning of this Title"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","6519","59.57%","raci","t.In order to achieve a diverse, interesting and racially just student body, applicants will be encoura"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","6752","61.70%","raci"," that they have encountered and tried to overcome racial discrimination will be accorded a ?significant "
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","6929","63.31%","raci","e point that the group of students admitted has a racial composition more or less equal to the racial co"
"PEMBERTONLENHART_INTRODUCTIONTOUSCONSTITUTIONALLAW_SPRING2024_FINALEXAM v2.docx","6974","63.72%","raci","as a racial composition more or less equal to the racial composition of the State of Ohio.Black and oth"
,,,"",
"PROFESSOR PERRY__INTERNATIONAL TAX___SPRING2024__FINAL EXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file PROFESSOR PERRY__INTERNATIONAL TAX___SPRING2024__FINAL EXAM.docx"
,,,"",
"Puig-Lugo_U.S. Criminal Procedure_Spring 2024.docx","3100","37.14%","police","S EXAM.Part 1:	60 points	A store clerk called police to report a man with a gun had just left a 24-hr."
"Puig-Lugo_U.S. Criminal Procedure_Spring 2024.docx","3130","37.50%","gun"," store clerk called police to report a man with a gun had just left a 24-hr. convenience store located "
"Puig-Lugo_U.S. Criminal Procedure_Spring 2024.docx","3799","45.51%","gun"," cut off Brown. They ordered him to the ground at gun point.  They searched him and found a Glock 9 mm "
"Puig-Lugo_U.S. Criminal Procedure_Spring 2024.docx","4180","50.08%","gun"," when the officers ordered Brown to the ground at gunpoint?What standard is used to decide whether thi"
"Puig-Lugo_U.S. Criminal Procedure_Spring 2024.docx","4529","54.26%","gun"," that, instead of ordering Brown to the ground at gunpoint, the officers exited their car and directed "
"Puig-Lugo_U.S. Criminal Procedure_Spring 2024.docx","5277","63.22%","police","d Smith for the abduction of two victims.  At the police station, Detective Jones sat in a room with Smith"
,,,"",
"RADKE_SSEC ENFORCEMENT _ SPRING2024- FINAL EXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file RADKE_SSEC ENFORCEMENT _ SPRING2024- FINAL EXAM.docx"
,,,"",
"Ravi_Gerzhoy_Professional Responsibiity_Spring 2024_Final Exam.docx","14117","32.18%","gun","you and tells you that Chandler has just bought a gun, and he is saying that he plans to shoot himself "
"Ravi_Gerzhoy_Professional Responsibiity_Spring 2024_Final Exam.docx","14263","32.51%","police","rking for one more day.  You consider calling the police but decide to do nothing and wait to see what hap"
,,,"",
"REEDICHTURK_INITIALPUBLICOFFERINGS_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file REEDICHTURK_INITIALPUBLICOFFERINGS_SPRING2024_FINALEXAM.docx"
,,,"",
"Rev.WhiteCollarFinal.4.21.24.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Rev.WhiteCollarFinal.4.21.24.docx"
,,,"",
"RIVAS&LAIRD_Investment Treaty Arbitration, Public International Law_SPRING2024_FINALEXAM.docx","18958","76.59%","police","t.  Mr. King was then promptly taken to the local police station and detained for a few hours and question"
"RIVAS&LAIRD_Investment Treaty Arbitration, Public International Law_SPRING2024_FINALEXAM.docx","24398","98.56%","police","d off the Project site and he was detained by the police.*****Good Luck!****Note that the following do"
,,,"",
"ROGERS_LABOR LAW_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file ROGERS_LABOR LAW_SPRING2024_FINALEXAM.docx"
,,,"",
"ROSENTHAL_KELNER_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","3377","19.15%","police","y spouse convinced me to become a lawyer, I was a police officer.  Because of the time I spent patrolling "
"ROSENTHAL_KELNER_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","6045","34.27%","police","ho was tied up in the car?s trunk.  Zion said the police had pulled them over and arrested Buzz, but they "
"ROSENTHAL_KELNER_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","8219","46.60%","police","z that I?d learned he?d been arrested because the police had been tapping his phone and overheard an incri"
"ROSENTHAL_KELNER_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","8522","48.31%","police"," Spaulding.  Based on my years of experience as a police officer, I was pretty sure it was a fake name and"
"ROSENTHAL_KELNER_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","8588","48.69%","police","I was pretty sure it was a fake name and that the police had no probable cause.  I told Buzz that I was co"
"ROSENTHAL_KELNER_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","9007","51.06%","police"," didn?t take my advice.  He was arrested when the police saw him driving the rental car into the harbor.  "
,,,"",
"ROSSER_PROPERTYDAY_SPRING2024_FINALEXAM.docx","12235","28.45%","death","ughter, Becky Graham, and the rest, after Becky?s death to Georgetown University. Becky was 9 years old a"
"ROSSER_PROPERTYDAY_SPRING2024_FINALEXAM.docx","12326","28.66%","death"," 9 years old at the time her mother died. But the death sent her into a downward spiral and by age 10 she"
"ROSSER_PROPERTYDAY_SPRING2024_FINALEXAM.docx","17517","40.73%","death"," ownership of 2018 Lincoln Avenue after Roberto?s death?Juan owns the entirety of 2018 Lincoln Avenue in"
"ROSSER_PROPERTYDAY_SPRING2024_FINALEXAM.docx","35322","82.13%","pandemic","e Rule of Thirds.HypotheticalThe COVID-19 pandemic severely impacted the movie industry, pushing mor"
"ROSSER_PROPERTYDAY_SPRING2024_FINALEXAM.docx","40577","94.34%","gun"," large hole in his fence and lay in wait with his gun. The moment one of Ray?s cows walked through the "
,,,"",
"ROSSER_PROPERTYEVENING_SPRING2024_FINALEXAM.docx","8270","18.70%","death"," Etcity. What is the state of title following her death?Renata and Norman own the property as joint tena"
"ROSSER_PROPERTYEVENING_SPRING2024_FINALEXAM.docx","19067","43.11%","death","ife estate, O has a reversion. Henry was on his deathbed. Three weeks ago, his doctor estimated he woul"
"ROSSER_PROPERTYEVENING_SPRING2024_FINALEXAM.docx","19588","44.29%","death","on the assumption that that would speed along his death. But it did the opposite?he regained his strength"
,,,"",
"Ross_Intro to Contracts_Spring2024_FinalExam.docx","3655","25.09%","pandemic","ht of delivery constraints arising from the Covid pandemic, the price under any renewal contract would incre"
"Ross_Intro to Contracts_Spring2024_FinalExam.docx","11754","80.69%","race","f Richard and Jack was the restoration of classic race cars, a passion that Richard and his deceased bro"
"Ross_Intro to Contracts_Spring2024_FinalExam.docx","12216","83.87%","race",".  Jack?s attention was drawn to a 1959 Formula-1 racer in need of significant restoration and told his "
"Ross_Intro to Contracts_Spring2024_FinalExam.docx","13499","92.67%","race","ing, a fire engulfed the storage garage.  Richard raced to the scene and was overcome by the heavy, toxi"
,,,"",
"Rostain - Professional Responsibility -Spring24 - Final Exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Rostain - Professional Responsibility -Spring24 - Final Exam.docx"
,,,"",
"Rothstein Evidence Final Exam Spring 2024 3 hrs in class.docx","12479","77.71%","death","n to Die? (in which the singer proclaims he is on death row for a not clearly specified crime and must ge"
"Rothstein Evidence Final Exam Spring 2024 3 hrs in class.docx","13785","85.85%","police","fertilizer can be used to make explosives. Today, police uncover a lab obviously making illegal explosives"
"Rothstein Evidence Final Exam Spring 2024 3 hrs in class.docx","14485","90.20%","police","tion with the lab. Also assume Barry contends the police had no probable cause to search the lab at the ti"
,,,"",
"Rumsey Shenkman Environmental Law Spring 2024 Final Take Home_Exam(175953643.6) (v 2.0).docx","-1","0.00%","NO HITS","NO HITS FOUND in file Rumsey Shenkman Environmental Law Spring 2024 Final Take Home_Exam(175953643.6) (v 2.0).docx"
,,,"",
"Rumsey Shenkman Environmental Law Spring 2024 Final Take Home_Exam(175953643.6).docx","-1","0.00%","NO HITS","NO HITS FOUND in file Rumsey Shenkman Environmental Law Spring 2024 Final Take Home_Exam(175953643.6).docx"
,,,"",
"SATTERTHWAITE_CORPORATETAX_SPRING2024_FINALEXAM.docx","5548","20.68%","war","nging self-contained, solar-powered mini-homes to war-torn areas.   She uses her fortune to start vario"
,,,"",
"SCHOENHOLTZ IMMIGRATION LAW AND POLICY SPRING 2024 FINAL EXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file SCHOENHOLTZ IMMIGRATION LAW AND POLICY SPRING 2024 FINAL EXAM.docx"
,,,"",
"Shapiro_Corporate Criminal Liability_Spring2024_FinalExam.docx","3653","37.48%","pandemic","CI, as it emerged from the slowdown caused by the pandemic.	A whistleblower has reported that all was not,"
,,,"",
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","5347","30.28%","vaccin","es operator must begin appropriate medication and vaccination of the affected herd or flock. No animals ma"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","5466","30.95%","vaccin","transferred until administration of medication or vaccination of the entire herd or flock is complete. If "
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","5539","31.36%","vaccin","re herd or flock is complete. If no medication or vaccination exists for a detected illness, the farmer or"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","7818","44.27%","vaccin","the LHR. The inspector further ordered Jackson to vaccinate the chickens within 24 hours and not to transf"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","8008","45.34%","vaccin","stayed on the truck for another day and having no vaccines on hand, Jackson delivered the chickens to Morr"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","8994","50.93%","vaccin","operly failed to detect the chickens? illness and vaccinate them before transferring them to Jackson?s tru"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","12803","72.49%","vaccin"," The inspector issued an order requiring Smith to vaccinate every deer that enters his land, regardless of"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","13252","75.04%","vaccin"," latter path and continued to operate his corral, vaccinating only those deer he brought into the corral. "
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","13457","76.20%","vaccin","state forest and cross Smith?s land without being vaccinated.  Those deer did not enter Smith?s corral. Th"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","14099","79.83%","vaccin","was broader than the corral and that Smith had to vaccinate that whole population under the IFR, (3) Smith"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","14211","80.47%","vaccin","ot in fact complied with the inspector?s order to vaccinate that population. Smith responded that he disag"
"SHELANSKI_GOVERNMENTPROCESSES_SPRING2024_FINAL EXAM.docx","14382","81.43%","vaccin"," IFR, that he could not reasonably be expected to vaccinate the wild deer crossing his land, and admitting"
,,,"",
"Simmons_Employment Discrimnation_Spring 2024_FINAL EXAMINATION).docx","-1","0.00%","NO HITS","NO HITS FOUND in file Simmons_Employment Discrimnation_Spring 2024_FINAL EXAMINATION).docx"
,,,"",
"SIMON_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","4777","18.78%","police","ed, as soon as the client leaves, Annie calls the police and says that she believes that someone is going "
"SIMON_PROFESSIONALRESPONSIBILITY_SPRING2024_FINALEXAM.docx","4865","19.12%","police"," someone is going to blow up a house and that the police should immediately go to the client?s address.  H"
,,,"",
"SLOAN_CONLAWI_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file SLOAN_CONLAWI_SPRING2024_FINALEXAM.docx"
,,,"",
"SNYDER_CONSTITUTIONLAW2_SPRING2024_FINALEXAM.docx","-1","0.00%","NO HITS","NO HITS FOUND in file SNYDER_CONSTITUTIONLAW2_SPRING2024_FINALEXAM.docx"
,,,"",
"SOFIDIYA & DONAHUE_ADVANCED LEGAL RESEARCH_SPRING2024_FINALEXAM.docx","7992","66.33%","police","irt bike in Upper Senate Park; when confronted by police, Mr. Dugnutt led them on a high-speed chase down "
"SOFIDIYA & DONAHUE_ADVANCED LEGAL RESEARCH_SPRING2024_FINALEXAM.docx","8396","69.68%","police","bikes on public propertyReckless drivingEvading policePenalties for driving while intoxicatedFailure t"
,,,"",
"SOLOMON AND RICHMAN_CORPORATE INCOME TAX II_SPRING 2024_FINAL EXAM (FINAL).docx","-1","0.00%","NO HITS","NO HITS FOUND in file SOLOMON AND RICHMAN_CORPORATE INCOME TAX II_SPRING 2024_FINAL EXAM (FINAL).docx"
,,,"",
"Spann_ConLawII_Spring2024_FinalExam.docx","4953","91.91%","raci","?anti-woke? state statute deems any accusation of racism directed at an individual to be defamatory, and"
"Spann_ConLawII_Spring2024_FinalExam.docx","5033","93.39%","raci","al to be defamatory, and entitles the target of a racism accusation to recover $35,000 in statutory dama"
,,,"",
"Spring '24 contracts exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring '24 contracts exam.docx"
,,,"",
"Spring 2024  Fredrickson Take Home Final Exam .docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024  Fredrickson Take Home Final Exam .docx"
,,,"",
"Spring 2024  Take Home Final Exam Werro International contracts.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024  Take Home Final Exam Werro International contracts.docx"
,,,"",
"Spring 2024 - Survey of Employee Benefits Final - Compiled.docx","24927","74.42%","vaccin"," 	B.	The benefits provided are quicker access to vaccines and a health checkup administered by a  physic"
"Spring 2024 - Survey of Employee Benefits Final - Compiled.docx","25060","74.82%","vaccin","ed nurse. 	C.	The benefits are provided are only vaccines. 	D. 	A and B.        List the section(s) of"
,,,"",
"Spring 2024 Comparative Law TakeHome Exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024 Comparative Law TakeHome Exam.docx"
,,,"",
"Spring 2024 CSI questions (4.17.24) FINAL.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024 CSI questions (4.17.24) FINAL.docx"
,,,"",
"Spring 2024 Exam Draft 4.19.24 FINAL.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024 Exam Draft 4.19.24 FINAL.docx"
,,,"",
"Spring 2024 IBT Exam.docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024 IBT Exam.docx"
,,,"",
"Spring 2024 Take Home Exam (Final).docx","-1","0.00%","NO HITS","NO HITS FOUND in file Spring 2024 Take Home Exam (Final).docx"
,,,"",
"STROMSETH_INTERNATIONAL HUMAN RIGHTS_SPRING 2024_FINAL EXAM .docx","6071","81.41%","war","or the United States?In launching an aggressive war against Ukraine, Russian President Vladimir Putin"
"STROMSETH_INTERNATIONAL HUMAN RIGHTS_SPRING 2024_FINAL EXAM .docx","6351","85.17%","death","arshly suppressed opposition, most notably in the death of Alexei Navalny.  In opposing Putin?s war, Ukra"
"STROMSETH_INTERNATIONAL HUMAN RIGHTS_SPRING 2024_FINAL EXAM .docx","6397","85.79%","war","the death of Alexei Navalny.  In opposing Putin?s war, Ukrainian President Zelenskyy has appealed power"
"STROMSETH_INTERNATIONAL HUMAN RIGHTS_SPRING 2024_FINAL EXAM .docx","6799","91.18%","war","nd his Commissioner for Children?s Rights for the war crimes of unlawful deportation and transfer of ch"
"STROMSETH_INTERNATIONAL HUMAN RIGHTS_SPRING 2024_FINAL EXAM .docx","6942","93.09%","war","warrants for two Russian military leaders for the war crimes of directing attacks against civilian infr"
"STROMSETH_INTERNATIONAL HUMAN RIGHTS_SPRING 2024_FINAL EXAM .docx","7129","95.60%","war","ty of inhumane acts.  Do the responses to Putin?s war ? by international organizations and courts, and "
,,,"",
"Submission to the registrar Contracts spr9ng 2024 .docx","3120","19.22%","death","Cash value life insurance policies provide both a death benefit and cash value accumulation during the po"
"Submission to the registrar Contracts spr9ng 2024 .docx","3823","23.56%","death","he did not recollect discussing the cash value or death benefits with Cain. Saunders insisted that the se"
,,,"",
"SUMMERS_PROPERTY_SPRING2024_FINALEXAM (MC4zOTIzOTcwMA).docx","8211","47.69%","race","hout any explanation or reasoning). (9 points)A race statute: A notice statute: A race-notice stat"
"SUMMERS_PROPERTY_SPRING2024_FINALEXAM (MC4zOTIzOTcwMA).docx","8249","47.91%","race"," points)A race statute: A notice statute: A race-notice statute: PART II: ISSUE SPOTTE"
,,,"",
"SUMMERS_PROPERTY_SPRING2024_FINALEXAM.docx","8211","47.69%","race","hout any explanation or reasoning). (9 points)A race statute: A notice statute: A race-notice stat"
"SUMMERS_PROPERTY_SPRING2024_FINALEXAM.docx","8249","47.91%","race"," points)A race statute: A notice statute: A race-notice statute: PART II: ISSUE SPOTTE"
,,,"",
